epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,1042.84,0.87169,0.53625,0.79785,0.92226,0.93638,0.96067,0.68922,0.81936,0.45874,0.80173,3.7232e-05,3.7232e-05,3.7232e-05
82,1055.55,0.86875,0.53455,0.79549,0.92074,0.93362,0.95924,0.68795,0.82255,0.45534,0.80125,3.54599e-05,3.54599e-05,3.54599e-05
83,1068.27,0.86545,0.53533,0.79861,0.92971,0.94062,0.96167,0.68711,0.81412,0.45553,0.80125,3.36878e-05,3.36878e-05,3.36878e-05
84,1081.07,0.87324,0.53273,0.79589,0.92614,0.94205,0.96156,0.68855,0.817,0.45661,0.8009,3.19157e-05,3.19157e-05,3.19157e-05
85,1093.92,0.86847,0.53371,0.7972,0.9318,0.94099,0.96462,0.68903,0.8177,0.45531,0.80081,3.01436e-05,3.01436e-05,3.01436e-05
86,1106.81,0.86499,0.53242,0.79896,0.92967,0.94373,0.96418,0.69263,0.8139,0.45135,0.80073,2.83715e-05,2.83715e-05,2.83715e-05
87,1119.68,0.86412,0.52827,0.79816,0.93832,0.93439,0.96245,0.69115,0.81814,0.45613,0.79999,2.65994e-05,2.65994e-05,2.65994e-05
88,1132.46,0.85372,0.52199,0.79486,0.93621,0.94209,0.96416,0.69004,0.81502,0.45742,0.80059,2.48273e-05,2.48273e-05,2.48273e-05
89,1145.09,0.86889,0.53042,0.79596,0.93451,0.93982,0.96508,0.69217,0.81406,0.45366,0.8007,2.30552e-05,2.30552e-05,2.30552e-05
90,1158.1,0.85976,0.5257,0.79537,0.93776,0.9358,0.96483,0.69835,0.81066,0.44848,0.80037,2.12831e-05,2.12831e-05,2.12831e-05
91,1177.84,0.81681,0.52351,0.79487,0.92439,0.91783,0.95907,0.67771,0.83897,0.47453,0.80239,1.9511e-05,1.9511e-05,1.9511e-05
92,1190.38,0.80831,0.50865,0.79023,0.94009,0.90976,0.96091,0.68429,0.83421,0.46458,0.80134,1.77389e-05,1.77389e-05,1.77389e-05
93,1203.11,0.78855,0.48975,0.79684,0.92358,0.92737,0.96209,0.68485,0.83238,0.46618,0.80166,1.59668e-05,1.59668e-05,1.59668e-05
94,1215.83,0.79783,0.49686,0.79196,0.93158,0.9286,0.96211,0.68843,0.83008,0.46182,0.80214,1.41947e-05,1.41947e-05,1.41947e-05
95,1228.32,0.78882,0.48469,0.79643,0.93317,0.93067,0.96129,0.68803,0.82903,0.45951,0.80162,1.24226e-05,1.24226e-05,1.24226e-05
96,1240.93,0.78463,0.48152,0.79168,0.93422,0.93105,0.96358,0.68883,0.82401,0.45689,0.80124,1.06505e-05,1.06505e-05,1.06505e-05
97,1253.58,0.79482,0.49092,0.79105,0.93468,0.93,0.96322,0.68559,0.82579,0.45521,0.8011,8.8784e-06,8.8784e-06,8.8784e-06
98,1266.24,0.78993,0.47862,0.79593,0.93832,0.92711,0.96275,0.69041,0.82519,0.45616,0.80137,7.1063e-06,7.1063e-06,7.1063e-06
99,1278.98,0.77985,0.48128,0.79616,0.93609,0.92803,0.963,0.68954,0.8246,0.45596,0.80135,5.3342e-06,5.3342e-06,5.3342e-06
100,1291.56,0.77073,0.47925,0.7898,0.941,0.92461,0.96286,0.68946,0.82228,0.45141,0.80125,3.5621e-06,3.5621e-06,3.5621e-06
