epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,2560.42,0.69048,0.4465,0.82532,0.9551,0.96734,0.98808,0.76468,0.74085,0.40442,0.84461,3.54599e-05,3.54599e-05,3.54599e-05
83,2591.41,0.68544,0.44382,0.82951,0.9559,0.96147,0.98715,0.76503,0.74261,0.40545,0.84359,3.36878e-05,3.36878e-05,3.36878e-05
84,2622.71,0.67426,0.43563,0.82076,0.95676,0.96661,0.98614,0.76337,0.73921,0.4037,0.84293,3.19157e-05,3.19157e-05,3.19157e-05
85,2654.06,0.67674,0.43665,0.82342,0.95699,0.96634,0.98804,0.76963,0.73589,0.40029,0.84235,3.01436e-05,3.01436e-05,3.01436e-05
86,2685.35,0.67272,0.43757,0.82638,0.95357,0.96404,0.9879,0.76983,0.74157,0.39968,0.84367,2.83715e-05,2.83715e-05,2.83715e-05
87,2716.48,0.67577,0.43507,0.82309,0.95458,0.96577,0.98771,0.76628,0.73578,0.39706,0.84225,2.65994e-05,2.65994e-05,2.65994e-05
88,2747.55,0.67306,0.43826,0.82519,0.9548,0.96279,0.98333,0.76596,0.73544,0.39801,0.84389,2.48273e-05,2.48273e-05,2.48273e-05
89,2778.54,0.6751,0.43913,0.82201,0.95267,0.96521,0.98689,0.76733,0.73397,0.40003,0.84232,2.30552e-05,2.30552e-05,2.30552e-05
90,2809.42,0.67378,0.43376,0.82439,0.94884,0.96095,0.98453,0.76819,0.73514,0.39573,0.84211,2.12831e-05,2.12831e-05,2.12831e-05
91,2847.6,0.67166,0.43806,0.82181,0.95097,0.95666,0.9814,0.75867,0.74889,0.40922,0.84646,1.9511e-05,1.9511e-05,1.9511e-05
92,2878.62,0.66901,0.43199,0.8232,0.9507,0.96927,0.98496,0.76275,0.74453,0.40679,0.84584,1.77389e-05,1.77389e-05,1.77389e-05
93,2911.49,0.65683,0.42232,0.82198,0.95031,0.96832,0.98535,0.76303,0.74422,0.40065,0.84594,1.59668e-05,1.59668e-05,1.59668e-05
94,2944.22,0.64966,0.42111,0.81925,0.95052,0.968,0.98506,0.76481,0.74228,0.40019,0.84526,1.41947e-05,1.41947e-05,1.41947e-05
95,2976.27,0.66221,0.42326,0.82321,0.95648,0.9639,0.98676,0.76582,0.7416,0.40056,0.84465,1.24226e-05,1.24226e-05,1.24226e-05
96,3008.28,0.64803,0.41442,0.82082,0.95654,0.96594,0.98692,0.76782,0.74075,0.40017,0.84503,1.06505e-05,1.06505e-05,1.06505e-05
97,3040.22,0.65735,0.41675,0.82219,0.95393,0.96361,0.9864,0.76687,0.7392,0.40011,0.84448,8.8784e-06,8.8784e-06,8.8784e-06
98,3071.63,0.65198,0.41557,0.82383,0.94568,0.97182,0.98609,0.76471,0.73791,0.39952,0.84363,7.1063e-06,7.1063e-06,7.1063e-06
99,3102.85,0.64561,0.41128,0.82045,0.95424,0.96203,0.9852,0.76521,0.73749,0.40068,0.84417,5.3342e-06,5.3342e-06,5.3342e-06
100,3133.94,0.64218,0.40917,0.82168,0.94926,0.96854,0.98523,0.76745,0.73888,0.40051,0.84419,3.5621e-06,3.5621e-06,3.5621e-06
